nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Cordoba (Argentina),41.0,F,tuki,colocar,le hizo un pase de pelota tuki tuki,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",**Tuki** o *touchscreen*: superficie sensible al tacto que detecta movimientos o toques para interactuar con dispositivos electrónicos sin necesidad de controles físicos como botones.,1.0,"No existe una traducción universal o significado establecido para la palabra ""tuki"" en ningún idioma español estándar, por lo que su definición exacta depende del contexto específico en el que se utilice.",1.0,"Término coloquial utilizado en Venezuela para describir a personas con un estilo estético, musical y de comportamiento específico, asociado frecuentemente a géneros urbanos y una identidad cultural de sectores populares.",1.0
Argentina,Cordoba (Argentina),41.0,F,chamuyo,mentira,no me chamuyes,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Hablar o decir muchas cosas sin sentido práctico, generalmente con intención persuasiva o encarando.",5.0,"Chamuyo es una ciudad del Perú ubicada en la región Piura, capital de la provincia homónima y conocida principalmente por ser la sierra del sousa.",1.0,"Término coloquial utilizado principalmente en el Cono Sur para referirse al arte de persuadir, seducir o engañar a alguien mediante el uso de palabras elocuentes, ingeniosas o falsas.",5.0
Argentina,Cordoba (Argentina),41.0,F,chamuyo,mentiras,no me chamuyes,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Conversación astuta y árida para simular fluidez o experiencia, generalmente empleada para manipular o imponer dominación con arte errereur o alardes verbales.",5.0,Instrucción que permite bloquear o destruir datos almacenados intencionalmente en la memoria de un dispositivo del solo acceso para evitar su recuperación.,1.0,"En el habla coloquial de varios países hispanohablantes, es el uso de la persuasión, el engaño o la elocuencia seductora para convencer a alguien, conquistar a una persona o manipular una situación en beneficio propio.",5.0
Argentina,Cordoba (Argentina),41.0,F,el cana,policia ,La Cana nos hizo correr ,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Sustantivo que denomine coloquialmente a un policía o agente de la ley.,5.0,El cana es una planta leñosa de hoja perenne originaria de América y África con tallo desnudo que se ha cultivado siglos en regiones tropicales.,1.0,"Término coloquial utilizado en varios países de Latinoamérica, especialmente en el Cono Sur, para referirse a un hombre de forma informal, a veces con connotación despectiva o para designar a alguien de procedencia humilde.",1.0
Argentina,Cordoba (Argentina),27.0,M,folcklore,Danza de baile,Vamos a practicar folcklore,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Conjunto de tradiciones, creencias y expresiones artísticas (música, danzas, cuentos) transmitidas oralmente o por imitación en una comunidad.",4.0,"El folclore es el conjunto de tradiciones orales, cuentos, canciones y leyendas transmitidas de generación en generación por un pueblo o cultura, reflejando sus creencias y costumbres.",4.0,"Conjunto de tradiciones, costumbres, leyendas, expresiones artísticas y conocimientos populares que se transmiten de generación en generación dentro de una cultura o comunidad específica.",4.0
Argentina,Cordoba (Argentina),45.0,F,El changuito ,El niño,Mira el changuito por donde anda !,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","criatura fantástica,medium o pequeño, generalmente de apariencia cu الشيعة̣رو sánguinolسenta, que se dirธ][$ le nahiit드는 tratar trasten Estados Unidos yuaefeeds l hom 돵breterrestre esbrechaн acefalli al",1.0,"El changuito es un instrumento musical de cuerdas de flicón, fabricado tradicionalmente en Cuba.",1.0,"Término coloquial utilizado en diversos países hispanohablantes para referirse de manera afectuosa o informal a un mono pequeño, o bien, a un niño o persona joven.",5.0
Argentina,Cordoba (Argentina),45.0,F,Ten bizcocho,bizcochuelo,vamos a prepararnos para desayunar un rico bizcocho,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Hornear una masa Dulce wyposażada de harina, azúcar, huevos y grasa para obtener una base porosa y esponjosa**, destinada a preparaciones posteriores.",5.0,"Significa que haces pastelería, incluso si naciste en el oeste.",1.0,"Expresión coloquial utilizada principalmente en España para indicar que alguien tiene suerte, que algo ha salido bien o que se ha obtenido un beneficio o ventaja en una situación determinada.",1.0
Argentina,Cordoba (Argentina),45.0,F,hoy dia ,el dia de hoy ,hoy dia vamos a salir a los ensayos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Actualmente, en la época o periodo temporal presente.**",5.0,Termino de hoy.,5.0,Expresión temporal que hace referencia al día actual o al tiempo presente en el que se encuentra el hablante.,5.0
Argentina,Cordoba (Argentina),45.0,F,son brasa,villero,aquella gente son brasa,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Estado sólido ampliamente caliente, residual después de que unaпора o material inflamable ha ardido principalmente, aún emitiendo luz y calor residuales. Se forma al consumirse casi toda su materia combustible.",1.0,"Las brasas son restos carbonizados y encendidos de un fuego que ya no arde con llamas visibles, caracterizados por un brillo naranja intenso y un calor emitiendo principalmente por conducción.",1.0,"Fragmentos de madera o carbón que arden sin llama, desprendiendo calor intenso y luz roja o anaranjada.",1.0
Argentina,Cordoba (Argentina),45.0,F,meta,metele,meta que no queda mucho tiempo,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Conjunto de objetivos estratégicos que guían el desarrollo uniforme de un personaje de videojuego u otro medio, definiendo sus carácterísticas principales y dirección de evolución en la historia.",1.0,Meta es aquél propósito o objetivo que se fija una persona y hacia el cual se dirige con el deseo de alcanzarlo en el futuro.,5.0,"Prefijo de origen griego que significa ""más allá"", ""después"" o ""sobre"". En contextos actuales, se refiere a un nivel de abstracción superior que hace referencia a sí mismo o que regula un proceso previo.",1.0
Argentina,Cordoba (Argentina),25.0,M,chomaso,cuando algo esta mal o feo,uh chomaso que no puedas ir a la cancha,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Proceso de $p$-hospitalización: aplicar el teorema de L'Hôpital para resolver inversiones indeterminadas.,1.0,"Un chomaso es una persona que practica un comercio minorista de poca rentabilidad y mal sueldo. No es un sinónimo de ladrón o criminal, aunque a menudo se usa para referirse a este tipo de actividades.",1.0,"Término coloquial utilizado principalmente en Ecuador para describir algo de mala calidad, feo, desagradable o que no cumple con las expectativas.",2.0
Argentina,Cordoba (Argentina),25.0,M,que flasheas,cuando imaginan o piensan cosas que no son,"que flasheas amigo,no es asi","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Modificar o mostrar información digital de forma breve, llamativa y temporal en la pantalla para capturar atención.",1.0,"El flash es un sistema óptico instantáneo que preenlarge la luz en cámaras digitales, cámaras de video y dispositivos móviles.",1.0,"Expresión coloquial utilizada para indicar que alguien está imaginando cosas irreales, distorsionando la realidad, delirando o teniendo pensamientos extravagantes y fuera de lugar.",5.0
Argentina,Cordoba (Argentina),34.0,F,TE FUISTE AL ASCO ,TERMINO UTILIZADO EXCEDE UNA SITUACION YA SEA EN UN CHISTE O RELIZANDO ALGO.,"MARTIN LE DICE HOY ESTAS MUY PERRA. SOFIA RESPONDE TE FUISTE AL ASCO,","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Ent Reggio Emilia, el liderazgo dinámico suele aplicarse al desarrollo sostenible como nexo entre crecimiento económico y preservación ambiental en sistemas regionales coordinados e innovadores.",1.0,"Expresión que significa sentirse profundamente disgustado, repelido o avergonzado por algo,达到了 un grado intenso de malestar o decepción total.",2.0,"Expresión coloquial utilizada para indicar que alguien ha perdido el respeto, la dignidad o el buen gusto, realizando acciones consideradas despreciables, vulgares o moralmente reprobables.",4.0
Argentina,Cordoba (Argentina),48.0,F,anda tranquilo que esta pandito,pasa tranquilo que no es profundo,Puedes pasar el rio tranquilo que no es profundo,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","**Tr el mensaje, atrévete o arréglate sin miedo; ""esta pandito"" alude al peligro o evitación del conflicto.**",3.0,"Es una expresión coloquial en lengua española que significa ""quítate de en medio"", advirtiendo a alguien para que se vaya para que el hablante pueda tener acceso o penetrar en un espacio.",1.0,"Expresión coloquial utilizada para transmitir tranquilidad o calma, indicando que una situación o persona se encuentra en un estado de bienestar, seguridad o sin riesgos de peligro.",3.0
Argentina,Cordoba (Argentina),48.0,F,tupido,Lleno de algo,Esta tupido de piojos,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Peinado o recio en la textura de una tela o material vegetal.,5.0,"En el llamado del pulpo, se refiere a cuando este abre la boca y gira sobre sí misma a grande velocidad para ventilarse.",5.0,"Que tiene una trama o tejido muy apretado, denso o con hilos muy próximos entre sí, dejando pocos espacios libres.",4.0
Argentina,Cordoba (Argentina),48.0,F,yegua,Mujer linda,Hola yegua,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Madre hembra de caballo o asno, que ya ha parido al menos una cría.",3.0,"Hembra caballo de rumicida entre dos y tres años de edad, destinada a detener la gestación para obtener descendencia más temprana.",3.0,"Hembra del caballo, animal mamífero de la familia de los équidos.",3.0
Argentina,Cordoba (Argentina),42.0,F,malondon,persona con actitud negativa,romina no me presto la bici es una malondon,"['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Aroma ofensivo producido por la putrefacción de sustancias orgánicas, asociado habitualmente a ambientes húmedos y descuidados.",1.0,"Malondon es la conducta alegre y riñona típica de la gente de Málaga, caracterizada por un aire virtuoso, sonrisa constante y rechazo al abatimiento.",1.0,"Término coloquial y peyorativo utilizado en algunas regiones para referirse a una persona tonta, torpe, ignorante o que actúa de manera poco inteligente.",1.0
Argentina,Cordoba (Argentina),42.0,F,Culiau,expresión muy común que puede usarse entre amigos de manera afectuosa o para expresar sorpresa,"¡Qué hacés, culiau! Hace mucho que no te veía","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Período fógico o pómulo del rostro ubicado entre la sien y el borde superior de la mejilla.,1.0,"Culiau es el idioma de los locués o culebras, speaking group located in the Brazilian Amazon, spoken primarily by the Canela people in the state of Minas Gerais.",1.0,"Término coloquial y vulgar utilizado principalmente en el noroeste de México para referirse a una persona de manera despectiva o, en contextos de extrema confianza, como un apelativo afectuoso entre amigos.",1.0
Argentina,Cordoba (Argentina),52.0,F,Pareces la chola.,que es chusma,"Qué te importa, pareces la chola,","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","La frase ""*Pareces la chola*"" se usa coloquialmente en algunos contextos para **ofender o burlarse** de una persona tachándola despectivamente de descuidada, antiestética o de comportamiento inapropiado.",1.0,Son las manifestaciones visuales irritantes y patológicas de la fobia y animadversión premeditada hacia el grupo de personas denominado Lex Fone.,1.0,"Expresión coloquial, generalmente utilizada en México, que compara la apariencia o actitud de una persona con la de una mujer de estética urbana, rebelde o de ciertos sectores sociales marginales.",1.0
Argentina,Cordoba (Argentina),42.0,F,¡Está al horno con papas!,"Se utiliza para decir que alguien está en una situación complicada, difícil o sin solución fácil.","""No estudió para la prueba y mañana tiene examen, ¡está al horno con papas!""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Salsa espesa o cremosa a base de carne, pimientos, jitomate y especias, típica de México, con sabor intensamente aromático.",1.0,"Expresión idiomatica en español que significa estar muy ansioso, con mucha impaciencia o nervioso al esperar a que pase un tiempo corto.",1.0,"Expresión coloquial utilizada para indicar que alguien se encuentra en una situación crítica, con graves problemas o en una posición de gran desventaja de la cual es difícil salir.",4.0
Argentina,Cordoba (Argentina),52.0,F,que tanta chachara,que estan de jolgorio ,"ponganse a trabajar, que tanta chacara aca.","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']",Hablon en exceso o traducir sonido repetitivo.,1.0,"Sustantivo familiar que se refiere a informaciones sin fundamento, rumores exagerados o chismes inverosímiles.",1.0,"Expresión coloquial utilizada para indicar que alguien está hablando demasiado, de forma irrelevante, excesiva o sin ir al grano sobre un asunto.",3.0
Argentina,Cordoba (Argentina),42.0,F,"""No tenés dos dedos de frente.""",Se utiliza para señalar que una persona actuó sin pensar o con poca lógica.,"""Salió sin abrigo con cinco grados de temperatura, ¡no tiene dos dedos de frente!""","['ministral3-8b', 'qwen3.5-4b', 'gemma4-26b', 'gemma3-4b']","Faltar entender, planificar o pensar con claridad ante una situación; actuar de manera irreflexiva o incapacitada para resolver problemas sencillos.",2.0,"Significa que la persona carece completamente de inteligencia, juicio o capacidad para tomar decisiones correctas.",3.0,"Expresión coloquial utilizada para indicar que una persona carece de sentido común, inteligencia o capacidad de razonamiento para actuar de manera sensata.",3.0
